year,category,prize,motivation,price_share,laureate_id,laureate_type,full_name,birth_date,birth_city,birth_country,gender,organization_name,organization_city,organization_country,death_date,death_city,death_country
1975,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,for their contributions to the theory of optimum allocation of resources,02-Jan,686,Individual,Leonid Vitaliyevich Kantorovich,19/01/1912,St. Petersburg,Russian Empire,male,Academy of Sciences,Moscow,USSR,07/04/1986,Moscow,USSR
1975,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,for their contributions to the theory of optimum allocation of resources,02-Jan,687,Individual,Tjalling C. Koopmans,28/08/1910,'s Graveland,the Netherlands,male,Yale University,"New Haven, CT",USA,26/02/1985,"New Haven, CT",USA
1975,Literature,The Nobel Prize in Literature,"for his distinctive poetry which, with great artistic sensitivity, has interpreted human values under the sign of an outlook on life with no illusions",1,651,Individual,Eugenio Montale,1896-10-12,Genoa,Italy,male,,,,12/09/1981,Milan,Italy
1975,Peace,The Nobel Peace Prize,"for his struggle for human rights in the Soviet Union, for disarmament and cooperation between all nations",1,534,Individual,Andrei Dmitrievich Sakharov,21/05/1921,Moscow,Russia,male,,,,14/12/1989,Moscow,USSR
1975,Physics,The Nobel Prize in Physics,for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection,03-Jan,102,Individual,Aage Niels Bohr,19/06/1922,Copenhagen,Denmark,male,Niels Bohr Institute,Copenhagen,Denmark,08/09/2009,Copenhagen,Denmark
1975,Physics,The Nobel Prize in Physics,for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection,03-Jan,103,Individual,Ben Roy Mottelson,09/07/1926,"Chicago, IL",USA,male,Nordita,Copenhagen,Denmark,13/05/2022,,
1975,Physics,The Nobel Prize in Physics,for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection,03-Jan,104,Individual,Leo James Rainwater,09/12/1917,"Council, ID",USA,male,Columbia University,"New York, NY",USA,31/03/1986,"Yonkers, NY",USA
1975,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell,03-Jan,406,Individual,David Baltimore,07/03/1938,"New York, NY",USA,male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",USA,,,
1975,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell,03-Jan,408,Individual,Howard Martin Temin,10/12/1934,"Philadelphia, PA",USA,male,University of Wisconsin,"Madison, WI",USA,09/02/1994,"Madison, WI",USA
1975,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell,03-Jan,407,Individual,Renato Dulbecco,22/02/1914,Catanzaro,Italy,male,Imperial Cancer Research Fund Laboratory,London,United Kingdom,19/02/2012,"La Jolla, CA",USA
1976,Chemistry,The Nobel Prize in Chemistry,for his studies on the structure of boranes illuminating problems of chemical bonding,1,249,Individual,William N. Lipscomb,09/12/1919,"Cleveland, OH",USA,male,Harvard University,"Cambridge, MA",USA,14/04/2011,"Cambridge, MA",USA
1976,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,"for his achievements in the fields of consumption analysis, monetary history and theory and for his demonstration of the complexity of stabilization policy",1,688,Individual,Milton Friedman,31/07/1912,"Brooklyn, NY",USA,male,University of Chicago,"Chicago, IL",USA,16/11/2006,"San Francisco, CA",USA
1976,Literature,The Nobel Prize in Literature,for the human understanding and subtle analysis of contemporary culture that are combined in his work,1,652,Individual,Saul Bellow,10/06/1915,Montreal,Canada,male,,,,05/04/2005,"Brookline, MA",USA
1976,Peace,The Nobel Peace Prize,for the courageous efforts in founding a movement to put an end to the violent conflict in Northern Ireland,02-Jan,535,Individual,Elizabeth Williams,22/05/1943,Belfast,Northern Ireland,female,,,,17/03/2020,Belfast,Northern Ireland
1976,Peace,The Nobel Peace Prize,for the courageous efforts in founding a movement to put an end to the violent conflict in Northern Ireland,02-Jan,536,Individual,Mairead Corrigan,27/01/1944,Belfast,Northern Ireland,female,,,,,,
1976,Physics,The Nobel Prize in Physics,for their pioneering work in the discovery of a heavy elementary particle of a new kind,02-Jan,105,Individual,Burton Richter,22/03/1931,"Brooklyn, NY",USA,male,Stanford Linear Accelerator Center,"Stanford, CA",USA,18/07/2018,"Stanford, CA",USA
1976,Physics,The Nobel Prize in Physics,for their pioneering work in the discovery of a heavy elementary particle of a new kind,02-Jan,106,Individual,Samuel Chao Chung Ting,27/01/1936,"Ann Arbor, MI",USA,male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",USA,,,
1976,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases,02-Jan,409,Individual,Baruch S. Blumberg,28/07/1925,"New York, NY",USA,male,The Institute for Cancer Research,"Philadelphia, PA",USA,05/04/2011,"Moffett Field, CA",USA
1976,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases,02-Jan,410,Individual,D. Carleton Gajdusek,09/09/1923,"Yonkers, NY",USA,male,National Institutes of Health,"Bethesda, MD",USA,12/12/2008,Tromsø,Norway
1977,Chemistry,The Nobel Prize in Chemistry,"for his contributions to non-equilibrium thermodynamics, particularly the theory of dissipative structures",1,250,Individual,Ilya Romanovich Prigogine,25/01/1917,Moscow,Russia,male,Université Libre de Bruxelles,Brussels,Belgium,28/05/2003,Brussels,Belgium
1977,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,for their pathbreaking contribution to the theory of international trade and international capital movements,02-Jan,689,Individual,Bertil Ohlin,1899-04-23,Klippan,Sweden,male,Stockholm School of Economics,Stockholm,Sweden,03/08/1979,Vålådalen,Sweden
1977,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,for their pathbreaking contribution to the theory of international trade and international capital movements,02-Jan,690,Individual,James E. Meade,23/06/1907,Swanage,United Kingdom,male,University of Cambridge,Cambridge,United Kingdom,22/12/1995,Cambridge,United Kingdom
1977,Literature,The Nobel Prize in Literature,"for a creative poetic writing which illuminates man's condition in the cosmos and in present-day society, at the same time representing the great renewal of the traditions of Spanish poetry between the wars",1,653,Individual,Vicente Aleixandre,1898-04-26,Sevilla,Spain,male,,,,14/12/1984,Madrid,Spain
1977,Peace,The Nobel Peace Prize,for worldwide respect for human rights,1,537,Organization,Amnesty International,01/01/1961,London,United Kingdom,,,,,,,
1977,Physics,The Nobel Prize in Physics,for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems,03-Jan,109,Individual,John Hasbrouck Van Vleck,1899-03-13,"Middletown, CT",USA,male,Harvard University,"Cambridge, MA",USA,27/10/1980,"Cambridge, MA",USA
1977,Physics,The Nobel Prize in Physics,for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems,03-Jan,107,Individual,Philip Warren Anderson,13/12/1923,"Indianapolis, IN",USA,male,Bell Telephone Laboratories,"Murray Hill, NJ",USA,29/03/2020,"Princeton, NJ",USA
1977,Physics,The Nobel Prize in Physics,for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems,03-Jan,108,Individual,Sir Nevill Francis Mott,30/09/1905,Leeds,United Kingdom,male,University of Cambridge,Cambridge,United Kingdom,08/08/1996,Milton Keynes,United Kingdom
1977,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discoveries concerning the peptide hormone production of the brain,04-Jan,412,Individual,Andrew V. Schally,30/11/1926,Wilno,Poland,male,Veterans Administration Hospital,"New Orleans, LA",USA,,,
1977,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discoveries concerning the peptide hormone production of the brain,04-Jan,411,Individual,Roger Guillemin,11/01/1924,Dijon,France,male,The Salk Institute,"San Diego, CA",USA,,,
1977,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for the development of radioimmunoassays of peptide hormones,02-Jan,413,Individual,Rosalyn Yalow,19/07/1921,"New York, NY",USA,female,Veterans Administration Hospital,"Bronx, NY",USA,30/05/2011,"New York, NY",USA
1978,Chemistry,The Nobel Prize in Chemistry,for his contribution to the understanding of biological energy transfer through the formulation of the chemiosmotic theory,1,251,Individual,Peter D. Mitchell,29/09/1920,Mitcham,United Kingdom,male,Glynn Research Laboratories,Bodmin,United Kingdom,10/04/1992,Bodmin,United Kingdom
1978,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,for his pioneering research into the decision-making process within economic organizations,1,691,Individual,Herbert A. Simon,15/06/1916,"Milwaukee, WI",USA,male,Carnegie Mellon University,"Pittsburgh, PA",USA,09/02/2001,"Pittsburgh, PA",USA
1978,Literature,The Nobel Prize in Literature,"for his impassioned narrative art which, with roots in a Polish-Jewish cultural tradition, brings universal human conditions to life",1,654,Individual,Isaac Bashevis Singer,14/07/1904,Leoncin,Russian Empire,male,,,,24/07/1991,"Surfside, FL",USA
1978,Peace,The Nobel Peace Prize,for jointly having negotiated peace between Egypt and Israel in 1978,02-Jan,538,Individual,Mohamed Anwar al-Sadat,25/12/1918,Mit Abu al-Kawm,Egypt,male,,,,06/10/1981,Cairo,Egypt
1978,Peace,The Nobel Peace Prize,for jointly having negotiated peace between Egypt and Israel in 1978,02-Jan,539,Individual,Menachem Begin,16/08/1913,Brest Litovsk,Russian Empire,male,,,,09/03/1992,Tel Aviv,Israel
1978,Physics,The Nobel Prize in Physics,for their discovery of cosmic microwave background radiation,04-Jan,111,Individual,Arno Allan Penzias,26/04/1933,Munich,Germany,male,Bell Laboratories,"Holmdel, NJ",USA,,,
1978,Physics,The Nobel Prize in Physics,for his basic inventions and discoveries in the area of low-temperature physics,02-Jan,110,Individual,Pyotr Leonidovich Kapitsa,1894-07-09,Kronshtadt,Russian Empire,male,Academy of Sciences,Moscow,USSR,08/04/1984,Moscow,USSR
1978,Physics,The Nobel Prize in Physics,for their discovery of cosmic microwave background radiation,04-Jan,112,Individual,Robert Woodrow Wilson,10/01/1936,"Houston, TX",USA,male,Bell Laboratories,"Holmdel, NJ",USA,,,
1978,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for the discovery of restriction enzymes and their application to problems of molecular genetics,03-Jan,415,Individual,Daniel Nathans,30/10/1928,"Wilmington, DE",USA,male,Johns Hopkins University School of Medicine,"Baltimore, MD",USA,16/11/1999,"Baltimore, MD",USA
1978,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for the discovery of restriction enzymes and their application to problems of molecular genetics,03-Jan,416,Individual,Hamilton O. Smith,23/08/1931,"New York, NY",USA,male,Johns Hopkins University School of Medicine,"Baltimore, MD",USA,,,
1978,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for the discovery of restriction enzymes and their application to problems of molecular genetics,03-Jan,414,Individual,Werner Arber,03/06/1929,Gränichen,Switzerland,male,Biozentrum der Universität,Basel,Switzerland,,,
1979,Chemistry,The Nobel Prize in Chemistry,"for their development of the use of boron- and phosphorus-containing compounds, respectively, into important reagents in organic synthesis",02-Jan,253,Individual,Georg Wittig,1897-06-16,Berlin,Germany,male,University of Heidelberg,Heidelberg,Germany,26/08/1987,Heidelberg,West Germany
1979,Chemistry,The Nobel Prize in Chemistry,"for their development of the use of boron- and phosphorus-containing compounds, respectively, into important reagents in organic synthesis",02-Jan,252,Individual,Herbert C. Brown,22/05/1912,London,United Kingdom,male,Purdue University,"West Lafayette, IN",USA,19/12/2004,"Lafayette, IN",USA
1979,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,for their pioneering research into economic development research with particular consideration of the problems of developing countries,02-Jan,693,Individual,Sir Arthur Lewis,23/01/1915,Castries,British West Indies,male,Princeton University,"Princeton, NJ",USA,15/06/1991,Bridgetown,Barbados
1979,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,for their pioneering research into economic development research with particular consideration of the problems of developing countries,02-Jan,692,Individual,Theodore W. Schultz,30/04/1902,"Arlington, SD",USA,male,University of Chicago,"Chicago, IL",USA,26/02/1998,"Evanston, IL",USA
1979,Literature,The Nobel Prize in Literature,"for his poetry, which, against the background of Greek tradition, depicts with sensuous strength and intellectual clear-sightedness modern man's struggle for freedom and creativeness",1,655,Individual,Odysseus Elytis,02/11/1911,Iráklion,Crete,male,,,,18/03/1996,Athens,Greece
1979,Peace,The Nobel Peace Prize,for her work for bringing help to suffering humanity,1,540,Individual,Mother Teresa,26/08/1910,Uskup,Ottoman Empire,female,,,,05/09/1997,Calcutta,India
1979,Physics,The Nobel Prize in Physics,"for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current",03-Jan,114,Individual,Abdus Salam,29/01/1926,Jhang Maghiāna,India,male,International Centre for Theoretical Physics,Trieste,Italy,21/11/1996,Oxford,United Kingdom
1979,Physics,The Nobel Prize in Physics,"for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current",03-Jan,113,Individual,Sheldon Lee Glashow,05/12/1932,"New York, NY",USA,male,"Harvard University, Lyman Laboratory","Cambridge, MA",USA,,,
1979,Physics,The Nobel Prize in Physics,"for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current",03-Jan,115,Individual,Steven Weinberg,03/05/1933,"New York, NY",USA,male,Harvard University,"Cambridge, MA",USA,23/07/2021,"Austin, TX",USA
1979,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for the development of computer assisted tomography,02-Jan,417,Individual,Allan M. Cormack,23/02/1924,Johannesburg,South Africa,male,Tufts University,"Medford, MA",USA,07/05/1998,"Winchester, MA",USA
1979,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for the development of computer assisted tomography,02-Jan,418,Individual,Godfrey N. Hounsfield,28/08/1919,Newark,United Kingdom,male,"Central Research Laboratories, EMI",London,United Kingdom,12/08/2004,Kingston upon Thames,United Kingdom
1980,Chemistry,The Nobel Prize in Chemistry,for their contributions concerning the determination of base sequences in nucleic acids,04-Jan,222,Individual,Frederick Sanger,13/08/1918,Rendcombe,United Kingdom,male,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,19/11/2013,Cambridge,United Kingdom
1980,Chemistry,The Nobel Prize in Chemistry,"for his fundamental studies of the biochemistry of nucleic acids, with particular regard to recombinant-DNA",02-Jan,254,Individual,Paul Berg,30/06/1926,"New York, NY",USA,male,Stanford University,"Stanford, CA",USA,15/02/2023,"Stanford, CA",USA
1980,Chemistry,The Nobel Prize in Chemistry,for their contributions concerning the determination of base sequences in nucleic acids,04-Jan,255,Individual,Walter Gilbert,21/03/1932,"Boston, MA",USA,male,"Harvard University, Biological Laboratories","Cambridge, MA",USA,,,
1980,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,for the creation of econometric models and the application to the analysis of economic fluctuations and economic policies,1,694,Individual,Lawrence R. Klein,14/09/1920,"Omaha, NE",USA,male,University of Pennsylvania,"Philadelphia, PA",USA,20/10/2013,"Gladwyne, PA",USA
1980,Literature,The Nobel Prize in Literature,who with uncompromising clear-sightedness voices man's exposed condition in a world of severe conflicts,1,657,Individual,Czeslaw Milosz,30/06/1911,Śeteniai,Russian Empire,male,,,,14/08/2004,Kraków,Poland
1980,Peace,The Nobel Peace Prize,"for being a source of inspiration to repressed people, especially in Latin America",1,541,Individual,Adolfo Pérez Esquivel,26/11/1931,Buenos Aires,Argentina,male,,,,,,
1980,Physics,The Nobel Prize in Physics,for the discovery of violations of fundamental symmetry principles in the decay of neutral K-mesons,02-Jan,116,Individual,James Watson Cronin,29/09/1931,"Chicago, IL",USA,male,University of Chicago,"Chicago, IL",USA,25/08/2016,"St. Paul, MN",USA
1980,Physics,The Nobel Prize in Physics,for the discovery of violations of fundamental symmetry principles in the decay of neutral K-mesons,02-Jan,117,Individual,Val Logsdon Fitch,10/03/1923,"Merriman, NE",USA,male,Princeton University,"Princeton, NJ",USA,05/02/2015,"Princeton, NJ",USA
1980,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions,03-Jan,419,Individual,Baruj Benacerraf,29/10/1920,Caracas,Venezuela,male,Harvard Medical School,"Boston, MA",USA,02/08/2011,"Boston, MA",USA
1980,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions,03-Jan,421,Individual,George D. Snell,19/12/1903,"Bradford, MA",USA,male,Jackson Laboratory,"Bar Harbor, ME",USA,06/06/1996,"Bar Harbor, ME",USA
1980,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions,03-Jan,420,Individual,Jean Dausset,19/10/1916,Toulouse,France,male,"Université de Paris, Laboratoire Immuno-Hématologie",Paris,France,06/06/2009,"Palma, Majorca",Spain
1981,Chemistry,The Nobel Prize in Chemistry,"for their theories, developed independently, concerning the course of chemical reactions",02-Jan,257,Individual,Kenichi Fukui,04/10/1918,Nara,Japan,male,Kyoto University,Kyoto,Japan,09/01/1998,Kyoto,Japan
1981,Chemistry,The Nobel Prize in Chemistry,"for their theories, developed independently, concerning the course of chemical reactions",02-Jan,258,Individual,Roald Hoffmann,18/07/1937,Zloczov,Poland,male,Cornell University,"Ithaca, NY",USA,,,
1981,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,"for his analysis of financial markets and their relations to expenditure decisions, employment, production and prices",1,695,Individual,James Tobin,05/03/1918,"Champaign, IL",USA,male,Yale University,"New Haven, CT",USA,11/03/2002,"New Haven, CT",USA
1981,Literature,The Nobel Prize in Literature,"for writings marked by a broad outlook, a wealth of ideas and artistic power",1,658,Individual,Elias Canetti,25/07/1905,Ruse,Bulgaria,male,,,,14/08/1994,Zurich,Switzerland
1981,Peace,The Nobel Peace Prize,for promoting the fundamental rights of refugees,1,515,Organization,Office of the United Nations High Commissioner for Refugees,14/12/1950,Geneva,Switzerland,,,,,,,
1981,Physics,The Nobel Prize in Physics,for their contribution to the development of laser spectroscopy,04-Jan,119,Individual,Arthur Leonard Schawlow,05/05/1921,"Mount Vernon, NY",USA,male,Stanford University,"Stanford, CA",USA,28/04/1999,"Palo Alto, CA",USA
1981,Physics,The Nobel Prize in Physics,for his contribution to the development of high-resolution electron spectroscopy,02-Jan,120,Individual,Kai M. Siegbahn,20/04/1918,Lund,Sweden,male,Uppsala University,Uppsala,Sweden,20/07/2007,Ängelholm,Sweden
1981,Physics,The Nobel Prize in Physics,for their contribution to the development of laser spectroscopy,04-Jan,118,Individual,Nicolaas Bloembergen,11/03/1920,Dordrecht,the Netherlands,male,Harvard University,"Cambridge, MA",USA,05/09/2017,"Tucson, AZ",USA
1981,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discoveries concerning information processing in the visual system,04-Jan,423,Individual,David H. Hubel,27/02/1926,"Windsor, ON",Canada,male,Harvard Medical School,"Boston, MA",USA,22/09/2013,"Lincoln, MA",USA
1981,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for his discoveries concerning the functional specialization of the cerebral hemispheres,02-Jan,422,Individual,Roger W. Sperry,20/08/1913,"Hartford, CT",USA,male,California Institute of Technology (Caltech),"Pasadena, CA",USA,17/04/1994,"Pasadena, CA",USA
1981,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discoveries concerning information processing in the visual system,04-Jan,424,Individual,Torsten N. Wiesel,03/06/1924,Uppsala,Sweden,male,Harvard Medical School,"Boston, MA",USA,,,
1982,Chemistry,The Nobel Prize in Chemistry,for his development of crystallographic electron microscopy and his structural elucidation of biologically important nucleic acid-protein complexes,1,259,Individual,Aaron Klug,11/08/1926,Zelvas,Lithuania,male,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,20/11/2018,,
1982,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,"for his seminal studies of industrial structures, functioning of markets and causes and effects of public regulation",1,696,Individual,George J. Stigler,17/01/1911,"Renton, WA",USA,male,University of Chicago,"Chicago, IL",USA,01/12/1991,"Chicago, IL",USA
1982,Literature,The Nobel Prize in Literature,"for his novels and short stories, in which the fantastic and the realistic are combined in a richly composed world of imagination, reflecting a continent's life and conflicts",1,659,Individual,Gabriel García Márquez,06/03/1927,Aracataca,Colombia,male,,,,17/04/2014,Mexico City,Mexico
1982,Peace,The Nobel Peace Prize,for their work for disarmament and nuclear and weapon-free zones,02-Jan,544,Individual,Alfonso García Robles,20/03/1911,Zamora,Mexico,male,,,,02/09/1991,Mexico City,Mexico
1982,Peace,The Nobel Peace Prize,for their work for disarmament and nuclear and weapon-free zones,02-Jan,543,Individual,Alva Myrdal,31/01/1902,Uppsala,Sweden,female,,,,01/02/1986,Stockholm,Sweden
1982,Physics,The Nobel Prize in Physics,for his theory for critical phenomena in connection with phase transitions,1,121,Individual,Kenneth G. Wilson,08/06/1936,"Waltham, MA",USA,male,Cornell University,"Ithaca, NY",USA,15/06/2013,"Saco, ME",USA
1982,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discoveries concerning prostaglandins and related biologically active substances,03-Jan,426,Individual,Bengt I. Samuelsson,21/05/1934,Halmstad,Sweden,male,Karolinska Institutet,Stockholm,Sweden,,,
1982,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discoveries concerning prostaglandins and related biologically active substances,03-Jan,427,Individual,John R. Vane,29/03/1927,Tardebigg,United Kingdom,male,The Wellcome Research Laboratories,Beckenham,United Kingdom,19/11/2004,Farnborough,United Kingdom
1982,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discoveries concerning prostaglandins and related biologically active substances,03-Jan,425,Individual,Sune K. Bergström,10/01/1916,Stockholm,Sweden,male,Karolinska Institutet,Stockholm,Sweden,15/08/2004,Stockholm,Sweden
1983,Chemistry,The Nobel Prize in Chemistry,"for his work on the mechanisms of electron transfer reactions, especially in metal complexes",1,260,Individual,Henry Taube,30/11/1915,Neudorf,Canada,male,Stanford University,"Stanford, CA",USA,16/11/2005,"Stanford, CA",USA
1983,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,for having incorporated new analytical methods into economic theory and for his rigorous reformulation of the theory of general equilibrium,1,697,Individual,Gerard Debreu,04/07/1921,Calais,France,male,University of California,"Berkeley, CA",USA,31/12/2004,Paris,France
1983,Literature,The Nobel Prize in Literature,"for his novels which, with the perspicuity of realistic narrative art and the diversity and universality of myth, illuminate the human condition in the world of today",1,660,Individual,William Golding,19/09/1911,St. Columb Minor,United Kingdom,male,,,,19/06/1993,Perranarworthal,United Kingdom
1983,Peace,The Nobel Peace Prize,for non-violent struggle for free trade unions and human rights in Poland,1,545,Individual,Lech Walesa,29/09/1943,Popowo,Poland,male,,,,,,
1983,Physics,The Nobel Prize in Physics,for his theoretical studies of the physical processes of importance to the structure and evolution of the stars,02-Jan,122,Individual,Subramanyan Chandrasekhar,19/10/1910,Lahore,India,male,University of Chicago,"Chicago, IL",USA,21/08/1995,"Chicago, IL",USA
1983,Physics,The Nobel Prize in Physics,for his theoretical and experimental studies of the nuclear reactions of importance in the formation of the chemical elements in the universe,02-Jan,123,Individual,William Alfred Fowler,09/08/1911,"Pittsburgh, PA",USA,male,California Institute of Technology (Caltech),"Pasadena, CA",USA,14/03/1995,"Pasadena, CA",USA
1983,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for her discovery of mobile genetic elements,1,428,Individual,Barbara McClintock,16/06/1902,"Hartford, CT",USA,female,Cold Spring Harbor Laboratory,"Cold Spring Harbor, NY",USA,02/09/1992,"Huntington, NY",USA
1984,Chemistry,The Nobel Prize in Chemistry,for his development of methodology for chemical synthesis on a solid matrix,1,261,Individual,Robert Bruce Merrifield,15/07/1921,"Fort Worth, TX",USA,male,Rockefeller University,"New York, NY",USA,14/05/2006,"Cresskill, NJ",USA
1984,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,for having made fundamental contributions to the development of systems of national accounts and hence greatly improved the basis for empirical economic analysis,1,698,Individual,Richard Stone,30/08/1913,London,United Kingdom,male,University of Cambridge,Cambridge,United Kingdom,06/12/1991,Cambridge,United Kingdom
1984,Literature,The Nobel Prize in Literature,"for his poetry which endowed with freshness, sensuality and rich inventiveness provides a liberating image of the indomitable spirit and versatility of man",1,661,Individual,Jaroslav Seifert,23/09/1901,Prague,Austria-Hungary,male,,,,10/01/1986,Prague,Czechoslovakia
1984,Peace,The Nobel Peace Prize,for his role as a unifying leader figure in the non-violent campaign to resolve the problem of apartheid in South Africa,1,546,Individual,Desmond Mpilo Tutu,07/10/1931,Klerksdorp,South Africa,male,,,,26/12/2021,Cape Town,South Africa
1984,Physics,The Nobel Prize in Physics,"for their decisive contributions to the large project, which led to the discovery of the field particles W and Z, communicators of weak interaction",02-Jan,124,Individual,Carlo Rubbia,31/03/1934,Gorizia,Italy,male,CERN,Geneva,Switzerland,,,
1984,Physics,The Nobel Prize in Physics,"for their decisive contributions to the large project, which led to the discovery of the field particles W and Z, communicators of weak interaction",02-Jan,125,Individual,Simon van der Meer,24/11/1925,the Hague,the Netherlands,male,CERN,Geneva,Switzerland,04/03/2011,Geneva,Switzerland
1984,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies,03-Jan,431,Individual,César Milstein,08/10/1927,Bahia Blanca,Argentina,male,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,24/03/2002,Cambridge,United Kingdom
1984,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies,03-Jan,430,Individual,Georges J.F. Köhler,17/04/1946,Munich,Germany,male,Basel Institute for Immunology,Basel,Switzerland,01/03/1995,Freiburg im Breisgau,Germany
1984,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies,03-Jan,429,Individual,Niels K. Jerne,23/12/1911,London,United Kingdom,male,Basel Institute for Immunology,Basel,Switzerland,07/10/1994,Castillon-du-Gard,France
1985,Chemistry,The Nobel Prize in Chemistry,for their outstanding achievements in the development of direct methods for the determination of crystal structures,02-Jan,262,Individual,Herbert A. Hauptman,14/02/1917,"New York, NY",USA,male,The Medical Foundation of Buffalo,"Buffalo, NY",USA,23/10/2011,"Buffalo, NY",USA
1985,Chemistry,The Nobel Prize in Chemistry,for their outstanding achievements in the development of direct methods for the determination of crystal structures,02-Jan,263,Individual,Jerome Karle,18/06/1918,"New York, NY",USA,male,US Naval Research Laboratory,"Washington, D.C.",USA,06/06/2013,"Annandale, VA",USA
1985,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,for his pioneering analyses of saving and of financial markets,1,699,Individual,Franco Modigliani,18/06/1918,Rome,Italy,male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",USA,25/09/2003,"Cambridge, MA",USA
1985,Literature,The Nobel Prize in Literature,who in his novel combines the poet's and the painter's creativeness with a deepened awareness of time in the depiction of the human condition,1,662,Individual,Claude Simon,10/10/1913,Tananarive,Madagascar,male,,,,06/07/2005,Paris,France
1985,Peace,The Nobel Peace Prize,for spreading authoritative information and by creating awareness of the catastrophic consequences of nuclear war,1,547,Organization,International Physicians for the Prevention of Nuclear War,01/01/1980,"Boston, MA",USA,,,,,,,
